Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"STREAMWIDE BS25";FR001400DG11;STWBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-;0.75;14/02/2024
"STREAMWIDE BS25-2";FR001400DGA0;STRBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-;0.75;14/02/2024
"STREIT MECANIQUE";FR0000063976;MLSTR;"Euronext Access Paris";EUR;8.30;8.30;8.30;8.30;"02/01/2024 16:30";CET;22;182.60;8.30;14/02/2024
"SUMO RESOURCES PLC";GB00B8GJBS16;MLSUM;"Euronext Access Paris";EUR;0.0035;0.0035;0.0035;0.0035;"13/02/2024 16:30";CET;45000;157.50;0.0035;14/02/2024
"SWORD GROUP";FR0004180578;SWP;"Euronext Paris";EUR;35.20;35.95;35.10;35.90;"14/02/2024 17:35";CET;3667;130739.45;35.90;14/02/2024
SYENSQO;BE0974464977;SYENS;"Euronext Brussels, Paris";EUR;82.50;83.49;81.91;82.61;"14/02/2024 17:35";CET;157594;13015926.30;82.61;14/02/2024
SYNERGIE;FR0000032658;SDG;"Euronext Paris";EUR;33.85;33.85;33.60;33.60;"14/02/2024 17:35";CET;238;8030.35;33.60;14/02/2024
TARKETT;FR0004188670;TKTT;"Euronext Paris";EUR;9.52;9.52;9.38;9.52;"14/02/2024 17:35";CET;475;4479.00;9.52;14/02/2024
TATATU;IT0005507857;ALTTU;"Euronext Growth Paris";EUR;6.18;6.18;6.18;6.18;"14/02/2024 09:00";CET;1;6.18;6.18;14/02/2024
TAYNINH;FR0000063307;TAYN;"Euronext Paris";EUR;1.21;1.21;1.21;1.21;"05/01/2024 12:47";CET;200;242.00;1.21;14/02/2024
"TECHNIP ENERGIES";NL0014559478;TE;"Euronext Paris";EUR;18.86;19.42;18.86;19.09;"14/02/2024 17:35";CET;402172;7703930.335;19.09;14/02/2024
TELEPERFORMANCE;FR0000051807;TEP;"Euronext Paris";EUR;135.05;137.25;134.65;134.75;"14/02/2024 17:35";CET;199050;26908231.55;134.75;14/02/2024
TELEVERBIER;CH0008175645;TVRB;"Euronext Paris";EUR;53.50;53.50;53.50;53.50;"14/02/2024 11:30";CET;100;5350.00;53.50;14/02/2024
TELEVISTA;FR0011076595;MLVST;"Euronext Access Paris";EUR;3.00;3.00;3.00;3.00;"29/12/2023 13:45";CET;1779;5337.00;3.00;14/02/2024
TERACT;FR001400BMH7;TRACT;"Euronext Paris";EUR;0.998;1.01;0.994;1.00;"14/02/2024 17:35";CET;5122;5120.902;1.00;14/02/2024
"TERACT BS";FR0014000TB2;TERBS;"Euronext Paris";EUR;0.0005;0.001;0.0005;0.001;"14/12/2023 13:15";CET;660999;440.50;0.001;14/02/2024
TF1;FR0000054900;TFI;"Euronext Paris";EUR;7.985;8.025;7.915;8.00;"14/02/2024 17:35";CET;134606;1076231.775;8.00;14/02/2024
"TF1 NV24";FR001400M3E5;TFINV;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;7.135;14/02/2024
"TFF GROUP";FR0013295789;TFF;"Euronext Paris";EUR;46.60;46.60;46.20;46.50;"14/02/2024 17:35";CET;50780;2366264.30;46.50;14/02/2024
THALES;FR0000121329;HO;"Euronext Paris";EUR;133.65;137.95;133.55;137.85;"14/02/2024 17:35";CET;537213;73420549.90;137.85;14/02/2024
"THE AZUR SELECTION";GRS528003007;MLAZR;"Euronext Access Paris";EUR;2.28;2.28;2.08;2.08;"14/02/2024 16:30";CET;1638;3548.44;2.08;14/02/2024
"THE BLOCKCHAIN GP";FR0011053636;ALTBG;"Euronext Growth Paris";EUR;0.104;0.104;0.10;0.10;"16/11/2023 17:35";CET;96771;9815.47;0.10;14/02/2024
THERACLION;FR0010120402;ALTHE;"Euronext Growth Paris";EUR;0.506;0.506;0.495;0.506;"14/02/2024 17:35";CET;9629;4803.11;0.506;14/02/2024
THERANEXUS;FR0013286259;ALTHX;"Euronext Growth Paris";EUR;0.82;0.82;0.79;0.815;"14/02/2024 17:22";CET;13811;11148.271;0.815;14/02/2024
THERAVET;BE0974387194;ALVET;"Euronext Growth Paris, Brussels";EUR;1.24;1.25;1.12;1.175;"14/02/2024 17:23";CET;2341;2751.165;1.175;14/02/2024
"THERMADOR GROUPE";FR0013333432;THEP;"Euronext Paris";EUR;81.50;83.90;81.50;83.00;"14/02/2024 17:35";CET;987;81733.40;83.00;14/02/2024
"TIKEHAU CAPITAL";FR0013230612;TKO;"Euronext Paris";EUR;21.30;21.30;20.95;20.95;"14/02/2024 17:35";CET;8995;189534.10;20.95;14/02/2024
TIPIAK;FR0000066482;TIPI;"Euronext Paris";EUR;86.00;86.00;86.00;86.00;"14/02/2024 16:30";CET;203;17458.00;86.00;14/02/2024
"TITAN CEMENT";BE0974338700;TITC;"Euronext Brussels, Paris";EUR;24.60;25.00;24.55;24.70;"14/02/2024 17:35";CET;19791;489700.40;24.70;14/02/2024
"TME PHARMA";NL0015000YE1;ALTME;"Euronext Growth Paris";EUR;0.285;0.346;0.285;0.306;"14/02/2024 17:35";CET;4957898;1565149.1815;0.306;14/02/2024
"TME PHARMA BSA Y";NL0015001SS1;TMBSY;"Euronext Growth Paris";EUR;0.0029;0.0185;0.0029;0.0185;"14/02/2024 17:20";CET;81557;340.0975;0.0185;14/02/2024
"TME PHARMA BSA Z";NL0015001SR3;TMBSZ;"Euronext Growth Paris";EUR;0.03;0.03;0.03;0.03;"09/02/2024 16:56";CET;698;20.94;0.03;14/02/2024
"TONNER DRONES";FR001400H2X4;ALTD;"Euronext Growth Paris";EUR;0.596;0.60;0.57;0.5721;"14/02/2024 16:39";CET;4034;2344.9166;0.5721;14/02/2024
"TOOLUX SANDING";LU0394945660;ALTLX;"Euronext Growth Paris";EUR;2.30;2.30;2.30;2.30;"29/08/2022 16:30";CET;10;23.00;2.30;14/02/2024
TOOSLA;FR00140062B9;ALTOO;"Euronext Growth Paris";EUR;0.668;0.668;0.66;0.66;"14/02/2024 16:46";CET;8863;5870.588;0.66;14/02/2024
TOTALENERGIES;FR0000120271;TTE;"Euronext Paris, Brussels";EUR;60.43;60.69;60.06;60.42;"14/02/2024 17:36";CET;2957326;178606245.72;60.42;14/02/2024
TotalEnergiesGabon;GA0000121459;EC;"Euronext Paris";EUR;157.00;166.00;156.80;165.80;"14/02/2024 17:29";CET;827;133125.20;165.80;14/02/2024
TOUAX;FR0000033003;TOUP;"Euronext Paris";EUR;4.92;5.06;4.92;5.00;"14/02/2024 17:15";CET;2281;11417.70;5.00;14/02/2024
"TOUR EIFFEL";FR0000036816;EIFF;"Euronext Paris";EUR;13.70;13.95;13.65;13.90;"14/02/2024 17:35";CET;766;10598.40;13.90;14/02/2024
"TRAMWAYS DE ROUEN";FR0000031866;MLTRA;"Euronext Access Paris";EUR;5400.00;5400.00;5400.00;5400.00;"07/02/2024 16:30";CET;1;5400.00;5400.00;14/02/2024
TRANSGENE;FR0005175080;TNG;"Euronext Paris";EUR;1.20;1.20;1.154;1.16;"14/02/2024 17:35";CET;15305;18109.096;1.16;14/02/2024
TRIGANO;FR0005691656;TRI;"Euronext Paris";EUR;144.40;145.20;143.90;144.80;"14/02/2024 17:35";CET;21712;3144387.10;144.80;14/02/2024
TRILOGIQ;FR0010397901;ALTRI;"Euronext Growth Paris";EUR;5.10;5.10;5.10;5.10;"13/02/2024 16:30";CET;120;612.00;5.10;14/02/2024
"TROC ILE";FR0000031106;MLTRO;"Euronext Access Paris";EUR;3.70;3.70;3.70;3.70;"13/02/2024 11:30";CET;18;66.60;3.70;14/02/2024
TRONICS;FR0004175099;ALTRO;"Euronext Growth Paris";EUR;3.80;3.80;3.80;3.80;"07/02/2024 16:30";CET;12;45.60;3.80;14/02/2024
TTI;FR0010383877;ALTTI;"Euronext Growth Paris";EUR;4.00;4.00;4.00;4.00;"14/02/2024 16:30";CET;40;160.00;4.00;14/02/2024
TXCOM;FR0010654087;ALTXC;"Euronext Growth Paris";EUR;11.60;11.60;11.60;11.60;"14/02/2024 11:41";CET;422;4895.20;11.60;14/02/2024
"U10 CORP";FR0000079147;ALU10;"Euronext Growth Paris";EUR;1.15;1.15;1.15;1.15;"14/02/2024 09:00";CET;1;1.15;1.15;14/02/2024
"UBISOFT ENTERTAIN";FR0000054470;UBI;"Euronext Paris";EUR;23.32;24.46;23.19;24.39;"14/02/2024 17:38";CET;631601;15301006.11;24.39;14/02/2024
"UCAPITAL GLOBAL";GB00BJ9M4V82;MLALE;"Euronext Access Paris";EUR;0.22;0.22;0.22;0.22;"12/02/2024 16:30";CET;28;6.16;0.22;14/02/2024
"UMALIS GROUP";FR0011776889;MLUMG;"Euronext Access Paris";EUR;2.60;2.60;2.60;2.60;"12/02/2024 16:30";CET;192;499.20;2.60;14/02/2024
UNIBAIL-RODAMCO-WE;FR0013326246;URW;"Euronext Paris";EUR;69.06;69.96;68.76;69.02;"14/02/2024 17:35";CET;319019;22081795.70;69.02;14/02/2024
UNIBEL;FR0000054215;UNBL;"Euronext Paris";EUR;945.00;945.00;945.00;945.00;"14/02/2024 11:43";CET;9;8505.00;945.00;14/02/2024
"UNION TECH.INFOR.";FR0000074197;FPG;"Euronext Paris";EUR;0.645;0.645;0.61;0.64;"14/02/2024 15:58";CET;4049;2512.68;0.64;14/02/2024
UNITI;FR0012709160;ALUNT;"Euronext Growth Paris";EUR;1.90;1.90;1.75;1.75;"14/02/2024 15:26";CET;2;3.65;1.75;14/02/2024
UPERGY;FR0010337865;ALUPG;"Euronext Growth Paris";EUR;2.56;2.56;2.56;2.56;"14/02/2024 14:55";CET;50;128.00;2.56;14/02/2024
"UV GERMI";FR0011898584;ALUVI;"Euronext Growth Paris";EUR;3.90;4.02;3.90;4.02;"14/02/2024 17:21";CET;1514;5970.89;4.02;14/02/2024
VALBIOTIS;FR0013254851;ALVAL;"Euronext Growth Paris";EUR;4.00;4.01;3.89;3.92;"14/02/2024 17:35";CET;30305;119586.45;3.92;14/02/2024
VALEO;FR0013176526;FR;"Euronext Paris";EUR;11.215;11.26;10.92;11.235;"14/02/2024 17:35";CET;1050094;11747995.72;11.235;14/02/2024
"VALERIO TX";FR0010095596;ALVIO;"Euronext Growth Paris";EUR;0.11;0.111;0.108;0.1095;"14/02/2024 17:26";CET;69234;7598.692;0.1095;14/02/2024
VALLOUREC;FR0013506730;VK;"Euronext Paris";EUR;13.60;13.60;13.265;13.265;"14/02/2024 17:38";CET;746265;9953185.33;13.265;14/02/2024
"VALLOUREC BSA 21";FR00140030K7;VKBS;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;1.68;14/02/2024
VALNEVA;FR0004056851;VLA;"Euronext Paris";EUR;3.70;3.762;3.612;3.762;"14/02/2024 17:38";CET;240398;888188.91;3.762;14/02/2024
"VANDOR REAL ESTATE";ES0105623005;MLVRE;"Euronext Access Paris";EUR;6.00;6.00;6.00;6.00;"16/12/2021 00:00";CET;-;-;6.00;14/02/2024
VANTIVA;FR0013505062;VANTI;"Euronext Paris";EUR;0.152;0.1542;0.152;0.1542;"14/02/2024 17:35";CET;122407;18726.6118;0.1542;14/02/2024
"VANTIVA BSA 2024";FR0013526225;VANBS;"Euronext Paris";EUR;0.0022;0.0022;0.0022;0.0022;"14/02/2024 15:24";CET;2126;4.6772;0.0022;14/02/2024
VAZIVA;FR0014007T10;MLVAZ;"Euronext Access Paris";EUR;27.80;27.80;27.80;27.80;"14/02/2024 16:30";CET;10;278.00;27.80;14/02/2024
"VENTE UNIQUE.COM";FR0010766667;ALVU;"Euronext Growth Paris";EUR;14.05;14.25;14.00;14.25;"14/02/2024 16:59";CET;1530;21759.80;14.25;14/02/2024
"VEOLIA ENVIRON.";FR0000124141;VIE;"Euronext Paris";EUR;29.50;29.70;29.35;29.48;"14/02/2024 17:35";CET;1569602;46310420.22;29.48;14/02/2024
"VEOM GROUP";FR0013530102;ALVG;"Euronext Growth Paris";EUR;0.225;0.23;0.218;0.22;"14/02/2024 15:04";CET;52812;11888.871;0.22;14/02/2024
VERALLIA;FR0013447729;VRLA;"Euronext Paris";EUR;34.48;34.54;33.68;34.24;"14/02/2024 17:35";CET;122817;4205937.62;34.24;14/02/2024
VERGNET;FR001400JXA2;ALVER;"Euronext Growth Paris";EUR;0.9601;1.16;0.9315;1.00;"14/02/2024 17:35";CET;196892;206628.2372;1.00;14/02/2024
VERIMATRIX;FR0010291245;VMX;"Euronext Paris";EUR;0.4625;0.479;0.452;0.479;"14/02/2024 17:35";CET;32503;15156.9275;0.479;14/02/2024
"VERNEY CARRON";FR0006174496;MLVER;"Euronext Access Paris";EUR;8.90;8.90;8.90;8.90;"09/02/2024 11:30";CET;10;89.00;8.90;14/02/2024
VERSITY;FR0014003I41;MLVSY;"Euronext Access Paris";EUR;0.90;0.99;0.90;0.99;"12/09/2023 16:30";CET;13195;12226.05;0.99;14/02/2024
VETOQUINOL;FR0004186856;VETO;"Euronext Paris";EUR;101.40;102.80;100.60;102.00;"14/02/2024 17:35";CET;3063;310724.00;102.00;14/02/2024
VIALIFE;FR0010326090;ALVIA;"Euronext Growth Paris";EUR;13.50;14.20;13.50;14.20;"31/01/2024 16:30";CET;72;996.50;14.20;14/02/2024
VICAT;FR0000031775;VCT;"Euronext Paris";EUR;36.00;37.00;34.80;34.95;"14/02/2024 17:35";CET;92300;3308004.80;34.95;14/02/2024
"VIEL ET COMPAGNIE";FR0000050049;VIL;"Euronext Paris";EUR;8.08;8.08;7.98;8.04;"14/02/2024 17:35";CET;1758;14163.60;8.04;14/02/2024
VINCI;FR0000125486;DG;"Euronext Paris";EUR;114.72;115.58;114.66;115.24;"14/02/2024 17:35";CET;520690;59994052.04;115.24;14/02/2024
VINPAI;FR001400AXT1;ALVIN;"Euronext Growth Paris";EUR;5.05;5.05;5.002;5.05;"14/02/2024 10:59";CET;204;1030.152;5.05;14/02/2024
VIRBAC;FR0000031577;VIRP;"Euronext Paris";EUR;337.50;344.50;337.50;344.50;"14/02/2024 17:35";CET;3135;1076778.00;344.50;14/02/2024
VIRTUALWARE;ES0105704003;MLVIR;"Euronext Access Paris";EUR;7.25;7.25;7.25;7.25;"14/02/2024 11:30";CET;500;3625.00;7.25;14/02/2024
VISIATIV;FR0004029478;ALVIV;"Euronext Growth Paris";EUR;35.50;35.60;35.50;35.60;"14/02/2024 17:26";CET;11560;410417.70;35.60;14/02/2024
"VISIATIV BS";FR0014003O76;VIVBS;"Euronext Growth Paris";EUR;1.11;1.26;1.01;1.11;"14/02/2024 15:21";CET;3102;3605.02;1.11;14/02/2024
"VISIOMED GROUP";FR0013481835;ALVMG;"Euronext Growth Paris";EUR;0.2544;0.257;0.246;0.252;"14/02/2024 17:35";CET;288854;72466.6212;0.252;14/02/2024
VITURA;FR0010309096;VTR;"Euronext Paris";EUR;13.00;13.00;11.30;11.30;"14/02/2024 17:39";CET;765;9143.30;11.30;14/02/2024
"VIVENDI SE";FR0000127771;VIV;"Euronext Paris";EUR;10.285;10.41;10.285;10.355;"14/02/2024 17:35";CET;1467278;15194672.275;10.355;14/02/2024
VOGO;FR0011532225;ALVGO;"Euronext Growth Paris";EUR;5.12;5.40;5.12;5.36;"14/02/2024 17:24";CET;3609;18845.24;5.36;14/02/2024
VOLTALIA;FR0011995588;VLTSA;"Euronext Paris";EUR;7.91;8.14;7.79;8.01;"14/02/2024 17:35";CET;96143;763838.80;8.01;14/02/2024
"VOYAGEURS DU MONDE";FR0004045847;ALVDM;"Euronext Growth Paris";EUR;133.50;134.00;130.00;130.50;"14/02/2024 17:35";CET;734;97686.50;130.50;14/02/2024
VRANKEN-POMMERY;FR0000062796;VRAP;"Euronext Paris, Brussels";EUR;15.85;15.85;15.50;15.80;"14/02/2024 16:59";CET;883;13786.50;15.80;14/02/2024
"VREF SEVILLE";ES0105492005;MLVRF;"Euronext Access Paris";EUR;3.75;3.75;3.75;3.75;"30/07/2020 00:00";CET;-;-;3.76;14/02/2024
VusionGroup;FR0010282822;VU;"Euronext Paris";EUR;140.80;146.20;140.80;145.20;"14/02/2024 17:36";CET;26496;3828925.40;145.20;14/02/2024
"WAGA ENERGY";FR0012532810;WAGA;"Euronext Paris";EUR;22.00;22.80;22.00;22.65;"14/02/2024 17:36";CET;5302;118449.00;22.65;14/02/2024
WALLIX;FR0010131409;ALLIX;"Euronext Growth Paris";EUR;9.38;9.96;9.37;9.84;"14/02/2024 17:35";CET;27716;269270.31;9.84;14/02/2024
WAVESTONE;FR0013357621;WAVE;"Euronext Paris";EUR;57.40;59.30;57.00;58.90;"14/02/2024 17:35";CET;20360;1181094.70;58.90;14/02/2024
WE.CONNECT;FR0013079092;ALWEC;"Euronext Growth Paris";EUR;16.50;16.90;15.90;16.90;"14/02/2024 17:10";CET;1355;22391.10;16.90;14/02/2024
"WEACCESS GROUP";FR0010688465;MLWEA;"Euronext Access Paris";EUR;2.42;2.42;2.42;2.42;"11/12/2023 11:30";CET;50;121.00;2.42;14/02/2024
WEDIA;FR0010688440;ALWED;"Euronext Growth Paris";EUR;25.20;25.40;25.20;25.40;"14/02/2024 16:37";CET;17139;435330.40;25.40;14/02/2024
WELL;FR0004152700;MLWEL;"Euronext Access Paris";EUR;0.392;0.392;0.392;0.392;"14/02/2024 16:30";CET;1500;588.00;0.392;14/02/2024
WENDEL;FR0000121204;MF;"Euronext Paris";EUR;85.00;86.10;85.00;85.90;"14/02/2024 17:35";CET;30444;2610928.90;85.90;14/02/2024
WEYA;FR0010768770;MLWEY;"Euronext Access Paris";EUR;0.428;0.428;0.428;0.428;"13/02/2024 11:30";CET;1;0.43;0.428;14/02/2024
"WHITENI R CAJAL";ES0105399002;MLWRC;"Euronext Access Paris";EUR;3.00;3.00;3.00;3.00;"25/10/2019 11:30";CET;350;1050.00;3.00;14/02/2024
WINFARM;FR0014000P11;ALWF;"Euronext Growth Paris";EUR;5.02;5.50;5.00;5.46;"14/02/2024 17:35";CET;14379;76605.54;5.46;14/02/2024
WITBE;FR0013143872;ALWIT;"Euronext Growth Paris";EUR;4.13;4.14;4.11;4.11;"14/02/2024 15:54";CET;688;2837.47;4.11;14/02/2024
WIZIBOAT;FR00140047H7;MLWIZ;"Euronext Access Paris";EUR;3.50;3.50;3.50;3.50;"26/01/2024 16:30";CET;140;490.00;3.50;14/02/2024
WORLDLINE;FR0011981968;WLN;"Euronext Paris";EUR;11.735;12.095;11.69;12.00;"14/02/2024 17:35";CET;1369801;16394518.77;12.00;14/02/2024
X-FAB;BE0974310428;XFAB;"Euronext Paris";EUR;7.50;7.545;7.355;7.515;"14/02/2024 17:35";CET;230593;1721064.59;7.515;14/02/2024
"XILAM ANIMATION";FR0004034072;XIL;"Euronext Paris";EUR;4.45;4.45;4.35;4.40;"14/02/2024 17:35";CET;1910;8401.79;4.40;14/02/2024
ZCCM;ZM0000000037;MLZAM;"Euronext Access Paris";EUR;1.44;1.44;1.44;1.44;"14/02/2024 12:57";CET;4500;6480.00;1.44;14/02/2024
"ZCI LIMITED";BMG9887P1068;CV;"Euronext Paris";EUR;0.17;0.20;0.17;0.20;"04/08/2015 16:20";CET;21826;3755.94;0.20;14/02/2024
